gene_index,chromosome,ensembl_gene_id,gene_symbol,gene_start,gene_end,length
chr1@ENSG00000271746@RP1-202O8.3@6393555@6394391,chr1,ENSG00000271746,RP1-202O8.3,6393555,6394391,837
chr1@ENSG00000069812@HES2@6412418@6424670,chr1,ENSG00000069812,HES2,6412418,6424670,5407
chr1@ENSG00000187017@ESPN@6424788@6461370,chr1,ENSG00000187017,ESPN,6424788,6461370,4121
chr1@ENSG00000265392@MIR4252@6429834@6429896,chr1,ENSG00000265392,MIR4252,6429834,6429896,63
chr1@ENSG00000231868@RP1-202O8.2@6443034@6447006,chr1,ENSG00000231868,RP1-202O8.2,6443034,6447006,351
chr1@ENSG00000215788@TNFRSF25@6461151@6466195,chr1,ENSG00000215788,TNFRSF25,6461151,6466195,3918
chr1@ENSG00000171680@PLEKHG5@6466092@6520061,chr1,ENSG00000171680,PLEKHG5,6466092,6520061,6920
chr1@ENSG00000162408@NOL9@6521347@6554535,chr1,ENSG00000162408,NOL9,6521347,6554535,7293
chr1@ENSG00000253022@RNU6-731P@6540854@6540964,chr1,ENSG00000253022,RNU6-731P,6540854,6540964,111
chr1@ENSG00000229519@RP11-58A11.2@6547905@6548619,chr1,ENSG00000229519,RP11-58A11.2,6547905,6548619,401
chr1@ENSG00000173662@TAS1R1@6555181@6579757,chr1,ENSG00000173662,TAS1R1,6555181,6579757,2892
chr1@ENSG00000204859@ZBTB48@6580001@6589280,chr1,ENSG00000204859,ZBTB48,6580001,6589280,4503
chr1@ENSG00000162413@KLHL21@6590724@6614607,chr1,ENSG00000162413,KLHL21,6590724,6614607,6901
chr1@ENSG00000116273@PHF13@6613685@6624033,chr1,ENSG00000116273,PHF13,6613685,6624033,3681
chr1@ENSG00000041988@THAP3@6624866@6635586,chr1,ENSG00000041988,THAP3,6624866,6635586,4072
chr1@ENSG00000007923@DNAJC11@6634168@6701924,chr1,ENSG00000007923,DNAJC11,6634168,6701924,5083
chr1@ENSG00000228750@RP11-242F24.1@6724637@6730012,chr1,ENSG00000228750,RP11-242F24.1,6724637,6730012,2065
chr1@ENSG00000237436@RP11-312B8.1@6783892@6784843,chr1,ENSG00000237436,RP11-312B8.1,6783892,6784843,415
chr1@ENSG00000171735@CAMTA1@6785324@7769706,chr1,ENSG00000171735,CAMTA1,6785324,7769706,10033
chr1@ENSG00000227950@RP11-312B8.2@6834333@6834618,chr1,ENSG00000227950,RP11-312B8.2,6834333,6834618,286
chr1@ENSG00000237365@RP11-334N17.1@7008376@7014279,chr1,ENSG00000237365,RP11-334N17.1,7008376,7014279,349
chr1@ENSG00000207056@RNU1-8P@7219360@7219524,chr1,ENSG00000207056,RNU1-8P,7219360,7219524,165
chr1@ENSG00000237402@CAMTA1-IT1@7368942@7370270,chr1,ENSG00000237402,CAMTA1-IT1,7368942,7370270,365
chr1@ENSG00000237728@RP3-453P22.2@7382487@7389754,chr1,ENSG00000237728,RP3-453P22.2,7382487,7389754,744
chr1@ENSG00000225126@RP4-549F15.1@7441096@7441554,chr1,ENSG00000225126,RP4-549F15.1,7441096,7441554,361
chr1@ENSG00000270171@RP11-338N10.1@7693124@7694844,chr1,ENSG00000270171,RP11-338N10.1,7693124,7694844,1721
chr1@ENSG00000270035@RP11-338N10.2@7698303@7698872,chr1,ENSG00000270035,RP11-338N10.2,7698303,7698872,570
chr1@ENSG00000269978@RP11-338N10.3@7700704@7700970,chr1,ENSG00000269978,RP11-338N10.3,7700704,7700970,267
chr1@ENSG00000049245@VAMP3@7771269@7781432,chr1,ENSG00000049245,VAMP3,7771269,7781432,2760
chr1@ENSG00000269925@RP3-467L1.6@7776383@7776775,chr1,ENSG00000269925,RP3-467L1.6,7776383,7776775,393
chr1@ENSG00000049246@PER3@7784320@7845177,chr1,ENSG00000049246,PER3,7784320,7845177,8099
chr1@ENSG00000236266@RP3-467L1.4@7810242@7827342,chr1,ENSG00000236266,RP3-467L1.4,7810242,7827342,830
chr1@ENSG00000049247@UTS2@7843083@7853512,chr1,ENSG00000049247,UTS2,7843083,7853512,1791
chr1@ENSG00000049249@TNFRSF9@7915894@7943165,chr1,ENSG00000049249,TNFRSF9,7915894,7943165,6331
chr1@ENSG00000270330@RP5-892F13.2@7942372@7942726,chr1,ENSG00000270330,RP5-892F13.2,7942372,7942726,355
chr1@ENSG00000116288@PARK7@7954291@7985505,chr1,ENSG00000116288,PARK7,7954291,7985505,2397
chr1@ENSG00000200344@Y_RNA@7982881@7982983,chr1,ENSG00000200344,Y_RNA,7982881,7982983,103
chr1@ENSG00000116285@ERRFI1@8004404@8026308,chr1,ENSG00000116285,ERRFI1,8004404,8026308,4186
chr1@ENSG00000238290@RP11-431K24.1@8026738@8122702,chr1,ENSG00000238290,RP11-431K24.1,8026738,8122702,2044
chr1@ENSG00000232848@CTA-215D11.4@8057245@8058463,chr1,ENSG00000232848,CTA-215D11.4,8057245,8058463,800
chr1@ENSG00000229305@RP11-431K24.2@8189824@8192770,chr1,ENSG00000229305,RP11-431K24.2,8189824,8192770,1075
chr1@ENSG00000200975@RNU1-7P@8206434@8206597,chr1,ENSG00000200975,RNU1-7P,8206434,8206597,164
chr1@ENSG00000227634@RP11-431K24.3@8208672@8215210,chr1,ENSG00000227634,RP11-431K24.3,8208672,8215210,497
chr1@ENSG00000233645@RP11-431K24.4@8218190@8220529,chr1,ENSG00000233645,RP11-431K24.4,8218190,8220529,477
chr1@ENSG00000251977@RNU6-991P@8292157@8292263,chr1,ENSG00000251977,RNU6-991P,8292157,8292263,107
chr1@ENSG00000162426@SLC45A1@8317826@8344167,chr1,ENSG00000162426,SLC45A1,8317826,8344167,2888
chr1@ENSG00000252254@Y_RNA@8328067@8328179,chr1,ENSG00000252254,Y_RNA,8328067,8328179,113
chr1@ENSG00000142599@RERE@8352397@8817643,chr1,ENSG00000142599,RERE,8352397,8817643,11503
chr1@ENSG00000232912@RP5-1115A15.1@8424645@8434838,chr1,ENSG00000232912,RP5-1115A15.1,8424645,8434838,702
chr1@ENSG00000221083@SNORA77@8511795@8511919,chr1,ENSG00000221083,SNORA77,8511795,8511919,125
chr1@ENSG00000270282@RP5-1115A15.2@8512653@8513021,chr1,ENSG00000270282,RP5-1115A15.2,8512653,8513021,369
chr1@ENSG00000234619@RPL7P11@8750430@8751087,chr1,ENSG00000234619,RPL7P11,8750430,8751087,658
chr1@ENSG00000224315@RPL7P7@8786211@8786913,chr1,ENSG00000224315,RPL7P7,8786211,8786913,703
chr1@ENSG00000222511@Y_RNA@8796571@8796673,chr1,ENSG00000222511,Y_RNA,8796571,8796673,103
chr1@ENSG00000226545@RP4-633I8.3@8798475@8799506,chr1,ENSG00000226545,RP4-633I8.3,8798475,8799506,415
chr1@ENSG00000228423@RP4-633I8.4@8805860@8807051,chr1,ENSG00000228423,RP4-633I8.4,8805860,8807051,353
chr1@ENSG00000229716@RP11-185B14.1@8831007@8831375,chr1,ENSG00000229716,RP11-185B14.1,8831007,8831375,369
chr1@ENSG00000074800@ENO1@8861002@8879249,chr1,ENSG00000074800,ENO1,8861002,8879249,3958
chr1@ENSG00000274258@MIR6728@8866502@8866590,chr1,ENSG00000274258,MIR6728,8866502,8866590,89
chr1@ENSG00000236269@ENO1-IT1@8875788@8878007,chr1,ENSG00000236269,ENO1-IT1,8875788,8878007,744
chr1@ENSG00000230679@ENO1-AS1@8878835@8879894,chr1,ENSG00000230679,ENO1-AS1,8878835,8879894,456
chr1@ENSG00000201725@RNU6-304P@8883427@8883533,chr1,ENSG00000201725,RNU6-304P,8883427,8883533,107
chr1@ENSG00000238249@HMGN2P17@8893409@8894151,chr1,ENSG00000238249,HMGN2P17,8893409,8894151,743
chr1@ENSG00000232208@RP3-477M7.5@8907393@8907744,chr1,ENSG00000232208,RP3-477M7.5,8907393,8907744,352
chr1@ENSG00000232663@RP3-477M7.6@8909742@8909904,chr1,ENSG00000232663,RP3-477M7.6,8909742,8909904,163
chr1@ENSG00000131686@CA6@8945867@8975092,chr1,ENSG00000131686,CA6,8945867,8975092,2662
chr1@ENSG00000265141@RN7SL451P@8979576@8979874,chr1,ENSG00000265141,RN7SL451P,8979576,8979874,299
chr1@ENSG00000197241@SLC2A7@9003300@9026345,chr1,ENSG00000197241,SLC2A7,9003300,9026345,1539
chr1@ENSG00000142583@SLC2A5@9035107@9088478,chr1,ENSG00000142583,SLC2A5,9035107,9088478,6693
chr1@ENSG00000252404@SCARNA16@9082696@9082879,chr1,ENSG00000252404,SCARNA16,9082696,9082879,184
chr1@ENSG00000180758@GPR157@9100305@9129170,chr1,ENSG00000180758,GPR157,9100305,9129170,5372
chr1@ENSG00000207865@MIR34A@9151668@9151777,chr1,ENSG00000207865,MIR34A,9151668,9151777,110
chr1@ENSG00000228526@RP3-510D11.1@9182007@9202619,chr1,ENSG00000228526,RP3-510D11.1,9182007,9202619,450
chr1@ENSG00000234546@RP3-510D11.2@9182204@9192089,chr1,ENSG00000234546,RP3-510D11.2,9182204,9192089,985
chr1@ENSG00000049239@H6PD@9234775@9271337,chr1,ENSG00000049239,H6PD,9234775,9271337,9321
chr1@ENSG00000171621@SPSB1@9292880@9369532,chr1,ENSG00000171621,SPSB1,9292880,9369532,3403
chr1@ENSG00000252956@RNA5SP40@9437669@9437778,chr1,ENSG00000252956,RNA5SP40,9437669,9437778,110
chr1@ENSG00000235263@RP13-392I16.1@9501092@9503471,chr1,ENSG00000235263,RP13-392I16.1,9501092,9503471,708
chr1@ENSG00000171612@SLC25A33@9539482@9585179,chr1,ENSG00000171612,SLC25A33,9539482,9585179,3854
chr1@ENSG00000231181@RP13-15M17.1@9576427@9576985,chr1,ENSG00000231181,RP13-15M17.1,9576427,9576985,559
chr1@ENSG00000188807@TMEM201@9588922@9614873,chr1,ENSG00000188807,TMEM201,9588922,9614873,6966
chr1@ENSG00000171608@PIK3CD@9651732@9729114,chr1,ENSG00000171608,PIK3CD,9651732,9729114,6332
chr1@ENSG00000179840@PIK3CD-AS1@9652610@9654586,chr1,ENSG00000179840,PIK3CD-AS1,9652610,9654586,1823
chr1@ENSG00000233268@RP11-558F24.2@9660828@9662626,chr1,ENSG00000233268,RP11-558F24.2,9660828,9662626,421
chr1@ENSG00000231789@PIK3CD-AS2@9672426@9687555,chr1,ENSG00000231789,PIK3CD-AS2,9672426,9687555,939
chr1@ENSG00000171603@CLSTN1@9729026@9824526,chr1,ENSG00000171603,CLSTN1,9729026,9824526,5559
chr1@ENSG00000271264@MZT1P1@9780822@9781240,chr1,ENSG00000271264,MZT1P1,9780822,9781240,246
chr1@ENSG00000280113@AL357140.1@9827610@9828258,chr1,ENSG00000280113,AL357140.1,9827610,9828258,649
chr1@ENSG00000178585@CTNNBIP1@9848276@9910336,chr1,ENSG00000178585,CTNNBIP1,9848276,9910336,3339
chr1@ENSG00000223989@RP11-84A14.5@9848318@9850154,chr1,ENSG00000223989,RP11-84A14.5,9848318,9850154,424
chr1@ENSG00000162441@LZIC@9922113@9943407,chr1,ENSG00000162441,LZIC,9922113,9943407,2794
chr1@ENSG00000228150@RP11-84A14.4@9942923@9949974,chr1,ENSG00000228150,RP11-84A14.4,9942923,9949974,440
chr1@ENSG00000173614@NMNAT1@9943428@9985501,chr1,ENSG00000173614,NMNAT1,9943428,9985501,4610
chr1@ENSG00000202415@RN7SKP269@9947318@9947636,chr1,ENSG00000202415,RN7SKP269,9947318,9947636,319
chr1@ENSG00000265521@MIR5697@9967381@9967458,chr1,ENSG00000265521,MIR5697,9967381,9967458,78
chr1@ENSG00000241326@RP11-807G9.2@9983141@9984568,chr1,ENSG00000241326,RP11-807G9.2,9983141,9984568,436
chr1@ENSG00000162444@RBP7@9997206@10016020,chr1,ENSG00000162444,RBP7,9997206,10016020,861
chr1@ENSG00000130939@UBE4B@10032832@10181239,chr1,ENSG00000130939,UBE4B,10032832,10181239,9128
chr1@ENSG00000224340@RP11-496H15.2@10054445@10054781,chr1,ENSG00000224340,RP11-496H15.2,10054445,10054781,337
chr1@ENSG00000233623@PGAM1P11@10058671@10059648,chr1,ENSG00000233623,PGAM1P11,10058671,10059648,680
chr1@ENSG00000201746@RNU6-828P@10163268@10163374,chr1,ENSG00000201746,RNU6-828P,10163268,10163374,107
chr1@ENSG00000054523@KIF1B@10210805@10381603,chr1,ENSG00000054523,KIF1B,10210805,10381603,17693
chr1@ENSG00000264881@MIR1273D@10227718@10227803,chr1,ENSG00000264881,MIR1273D,10227718,10227803,86
chr1@ENSG00000199562@RNU6-37P@10298966@10299072,chr1,ENSG00000199562,RNU6-37P,10298966,10299072,107
chr1@ENSG00000264501@RN7SL731P@10306465@10306757,chr1,ENSG00000264501,RN7SL731P,10306465,10306757,293
chr1@ENSG00000142657@PGD@10398592@10420144,chr1,ENSG00000142657,PGD,10398592,10420144,2966
chr1@ENSG00000271989@RP4-736L20.3@10429881@10430677,chr1,ENSG00000271989,RP4-736L20.3,10429881,10430677,797
chr1@ENSG00000251503@APITD1-CORT@10430102@10452153,chr1,ENSG00000251503,APITD1-CORT,10430102,10452153,2301
chr1@ENSG00000175279@APITD1@10430443@10442809,chr1,ENSG00000175279,APITD1,10430443,10442809,1739
chr1@ENSG00000241563@CORT@10449719@10451902,chr1,ENSG00000241563,CORT,10449719,10451902,1130
chr1@ENSG00000160049@DFFA@10456522@10472526,chr1,ENSG00000160049,DFFA,10456522,10472526,6622
chr1@ENSG00000203469@RP5-1113E3.3@10458555@10459338,chr1,ENSG00000203469,RP5-1113E3.3,10458555,10459338,467
chr1@ENSG00000142655@PEX14@10472288@10630758,chr1,ENSG00000142655,PEX14,10472288,10630758,2995
chr1@ENSG00000243267@RN7SL614P@10616836@10617115,chr1,ENSG00000243267,RN7SL614P,10616836,10617115,280
chr1@ENSG00000130940@CASZ1@10636604@10796650,chr1,ENSG00000130940,CASZ1,10636604,10796650,11336
chr1@ENSG00000272078@RP4-734G22.3@10639241@10654333,chr1,ENSG00000272078,RP4-734G22.3,10639241,10654333,7923
chr1@ENSG00000225158@HSPE1P24@10895761@10895998,chr1,ENSG00000225158,HSPE1P24,10895761,10895998,238
chr1@ENSG00000175262@C1orf127@10946471@10982037,chr1,ENSG00000175262,C1orf127,10946471,10982037,3573
chr1@ENSG00000215785@CFL1P6@10990978@10991797,chr1,ENSG00000215785,CFL1P6,10990978,10991797,494
chr1@ENSG00000264181@AL713997.1@10998176@10998263,chr1,ENSG00000264181,AL713997.1,10998176,10998263,88
chr1@ENSG00000120948@TARDBP@11012344@11026420,chr1,ENSG00000120948,TARDBP,11012344,11026420,6071
chr1@ENSG00000277726@TARDBP@11012662@11030528,chr1,ENSG00000277726,TARDBP,11012662,11030528,2205
chr1@ENSG00000009724@MASP2@11026523@11047233,chr1,ENSG00000009724,MASP2,11026523,11047233,4251
chr1@ENSG00000271895@RP4-635E18.8@11029659@11030528,chr1,ENSG00000271895,RP4-635E18.8,11029659,11030528,870
chr1@ENSG00000116649@SRM@11054584@11060024,chr1,ENSG00000116649,SRM,11054584,11060024,1898
chr1@ENSG00000171824@EXOSC10@11066618@11099881,chr1,ENSG00000171824,EXOSC10,11066618,11099881,6003
chr1@ENSG00000226849@RP4-635E18.7@11068471@11073097,chr1,ENSG00000226849,RP4-635E18.7,11068471,11073097,2682
chr1@ENSG00000230337@RP4-635E18.6@11099675@11102100,chr1,ENSG00000230337,RP4-635E18.6,11099675,11102100,536
chr1@ENSG00000198793@MTOR@11106535@11262507,chr1,ENSG00000198793,MTOR,11106535,11262507,12119
chr1@ENSG00000225602@MTOR-AS1@11143898@11149537,chr1,ENSG00000225602,MTOR-AS1,11143898,11149537,763
chr1@ENSG00000253086@RNU6-537P@11152350@11152452,chr1,ENSG00000253086,RNU6-537P,11152350,11152452,103
chr1@ENSG00000171819@ANGPTL7@11189341@11195981,chr1,ENSG00000171819,ANGPTL7,11189341,11195981,2238
chr1@ENSG00000207451@RNU6-291P@11226254@11226360,chr1,ENSG00000207451,RNU6-291P,11226254,11226360,107
chr1@ENSG00000238173@RPL39P6@11232963@11233112,chr1,ENSG00000238173,RPL39P6,11232963,11233112,150
chr1@ENSG00000120942@UBIAD1@11273206@11296049,chr1,ENSG00000120942,UBIAD1,11273206,11296049,5082
chr1@ENSG00000238199@UBE2V2P3@11278616@11279351,chr1,ENSG00000238199,UBE2V2P3,11278616,11279351,437
chr1@ENSG00000224338@RP11-149P14.1@11425257@11425821,chr1,ENSG00000224338,RP11-149P14.1,11425257,11425821,565
chr1@ENSG00000204624@PTCHD2@11479166@11537584,chr1,ENSG00000204624,PTCHD2,11479166,11537584,6142
chr1@ENSG00000235643@RP1-69M21.2@11609531@11613355,chr1,ENSG00000235643,RP1-69M21.2,11609531,11613355,1285
chr1@ENSG00000116661@FBXO2@11648367@11655785,chr1,ENSG00000116661,FBXO2,11648367,11655785,2333
chr1@ENSG00000132879@FBXO44@11654375@11663327,chr1,ENSG00000132879,FBXO44,11654375,11663327,3527
chr1@ENSG00000116663@FBXO6@11664124@11674354,chr1,ENSG00000116663,FBXO6,11664124,11674354,1811
chr1@ENSG00000116670@MAD2L2@11674480@11691650,chr1,ENSG00000116670,MAD2L2,11674480,11691650,3324
chr1@ENSG00000162490@DRAXIN@11691729@11725857,chr1,ENSG00000162490,DRAXIN,11691729,11725857,7346
chr1@ENSG00000177674@AGTRAP@11736084@11754802,chr1,ENSG00000177674,AGTRAP,11736084,11754802,2435
chr1@ENSG00000215910@C1orf167@11761787@11789585,chr1,ENSG00000215910,C1orf167,11761787,11789585,6499
chr1@ENSG00000177553@RP11-56N19.5@11777077@11779619,chr1,ENSG00000177553,RP11-56N19.5,11777077,11779619,1868
chr1@ENSG00000177000@MTHFR@11785723@11806920,chr1,ENSG00000177000,MTHFR,11785723,11806920,10214
chr1@ENSG00000011021@CLCN6@11806096@11843144,chr1,ENSG00000011021,CLCN6,11806096,11843144,6938
chr1@ENSG00000242349@NPPA-AS1@11841017@11848079,chr1,ENSG00000242349,NPPA-AS1,11841017,11848079,1427
chr1@ENSG00000276470@NPPA-AS1_1@11843812@11843984,chr1,ENSG00000276470,NPPA-AS1_1,11843812,11843984,173
chr1@ENSG00000278852@NPPA-AS1_2@11845549@11845697,chr1,ENSG00000278852,NPPA-AS1_2,11845549,11845697,149
chr1@ENSG00000175206@NPPA@11845709@11848345,chr1,ENSG00000175206,NPPA,11845709,11848345,1120
chr1@ENSG00000275915@NPPA-AS1_3@11847442@11847549,chr1,ENSG00000275915,NPPA-AS1_3,11847442,11847549,108
chr1@ENSG00000120937@NPPB@11857464@11858931,chr1,ENSG00000120937,NPPB,11857464,11858931,694
chr1@ENSG00000224904@RP5-934G17.6@11877770@11880406,chr1,ENSG00000224904,RP5-934G17.6,11877770,11880406,2637
chr1@ENSG00000199347@RNU5E-1@11908152@11908271,chr1,ENSG00000199347,RNU5E-1,11908152,11908271,120
chr1@ENSG00000201801@RNU5E-4P@11909808@11909927,chr1,ENSG00000201801,RNU5E-4P,11909808,11909927,120
chr1@ENSG00000116685@KIAA2013@11919591@11926428,chr1,ENSG00000116685,KIAA2013,11919591,11926428,3281
chr1@ENSG00000083444@PLOD1@11934205@11975538,chr1,ENSG00000083444,PLOD1,11934205,11975538,5320
chr1@ENSG00000116688@MFN2@11980181@12013514,chr1,ENSG00000116688,MFN2,11980181,12013514,4973
chr1@ENSG00000270914@RP5-1077B9.5@12017216@12017308,chr1,ENSG00000270914,RP5-1077B9.5,12017216,12017308,93
chr1@ENSG00000116691@MIIP@12019466@12032045,chr1,ENSG00000116691,MIIP,12019466,12032045,2821
chr1@ENSG00000202461@Y_RNA@12024012@12024124,chr1,ENSG00000202461,Y_RNA,12024012,12024124,113
chr1@ENSG00000276869@MIR6729@12029158@12029222,chr1,ENSG00000276869,MIR6729,12029158,12029222,65
chr1@ENSG00000243539@RN7SL649P@12036740@12037014,chr1,ENSG00000243539,RN7SL649P,12036740,12037014,275
chr1@ENSG00000120949@TNFRSF8@12063377@12144207,chr1,ENSG00000120949,TNFRSF8,12063377,12144207,3738
chr1@ENSG00000201135@RNU6-777P@12077881@12077984,chr1,ENSG00000201135,RNU6-777P,12077881,12077984,104
chr1@ENSG00000227875@RP11-426M1.2@12080293@12080547,chr1,ENSG00000227875,RP11-426M1.2,12080293,12080547,255
chr1@ENSG00000275459@MIR7846@12166943@12167038,chr1,ENSG00000275459,MIR7846,12166943,12167038,96
chr1@ENSG00000028137@TNFRSF1B@12167003@12209228,chr1,ENSG00000028137,TNFRSF1B,12167003,12209228,3766
chr1@ENSG00000263676@MIR4632@12191713@12191773,chr1,ENSG00000263676,MIR4632,12191713,12191773,61
chr1@ENSG00000225196@RP5-1118D24.2@12220794@12221109,chr1,ENSG00000225196,RP5-1118D24.2,12220794,12221109,316
chr1@ENSG00000252969@SNORA70@12221148@12221271,chr1,ENSG00000252969,SNORA70,12221148,12221271,124
chr1@ENSG00000048707@VPS13D@12230067@12512047,chr1,ENSG00000048707,VPS13D,12230067,12512047,20023
chr1@ENSG00000239149@SNORA59A@12507246@12507397,chr1,ENSG00000239149,SNORA59A,12507246,12507397,152
chr1@ENSG00000229484@RP5-888M10.2@12527724@12528420,chr1,ENSG00000229484,RP5-888M10.2,12527724,12528420,438
chr1@ENSG00000162496@DHRS3@12567910@12617731,chr1,ENSG00000162496,DHRS3,12567910,12617731,3036
chr1@ENSG00000221340@RNU6ATAC18P@12569972@12570072,chr1,ENSG00000221340,RNU6ATAC18P,12569972,12570072,101
chr1@ENSG00000276830@MIR6730@12578957@12579023,chr1,ENSG00000276830,MIR6730,12578957,12579023,67
chr1@ENSG00000272482@RP11-474O21.5@12618900@12619244,chr1,ENSG00000272482,RP11-474O21.5,12618900,12619244,345
chr1@ENSG00000204518@AADACL4@12644547@12667086,chr1,ENSG00000204518,AADACL4,12644547,12667086,1575
chr1@ENSG00000226166@RP11-474O21.2@12692909@12693020,chr1,ENSG00000226166,RP11-474O21.2,12692909,12693020,112
chr1@ENSG00000188984@AADACL3@12716115@12728759,chr1,ENSG00000188984,AADACL3,12716115,12728759,4049
chr1@ENSG00000157330@C1orf158@12746215@12763699,chr1,ENSG00000157330,C1orf158,12746215,12763699,4118
chr1@ENSG00000116726@PRAMEF12@12774841@12777906,chr1,ENSG00000116726,PRAMEF12,12774841,12777906,1786
chr1@ENSG00000116721@PRAMEF1@12791397@12796628,chr1,ENSG00000116721,PRAMEF1,12791397,12796628,2439
chr1@ENSG00000228338@RP5-845O24.8@12822686@12823159,chr1,ENSG00000228338,RP5-845O24.8,12822686,12823159,378
chr1@ENSG00000239810@PRAMEF11@12824605@12831410,chr1,ENSG00000239810,PRAMEF11,12824605,12831410,1845
chr1@ENSG00000279195@PRAMEF6@12824942@12828663,chr1,ENSG00000279195,PRAMEF6,12824942,12828663,1311
chr1@ENSG00000231103@RP5-845O24.3@12838125@12841357,chr1,ENSG00000231103,RP5-845O24.3,12838125,12841357,1417
chr1@ENSG00000179172@HNRNPCL1@12847377@12947578,chr1,ENSG00000179172,HNRNPCL1,12847377,12947578,1201
chr1@ENSG00000120952@PRAMEF2@12857086@12861909,chr1,ENSG00000120952,PRAMEF2,12857086,12861909,1642
chr1@ENSG00000243073@PRAMEF4@12879224@12886201,chr1,ENSG00000243073,PRAMEF4,12879224,12886201,1828
chr1@ENSG00000187545@PRAMEF10@12892896@12898270,chr1,ENSG00000187545,PRAMEF10,12892896,12898270,1525
chr1@ENSG00000204510@PRAMEF7@12916610@12920482,chr1,ENSG00000204510,PRAMEF7,12916610,12920482,1660
chr1@ENSG00000207434@RNU6-1072P@12922554@12922660,chr1,ENSG00000207434,RNU6-1072P,12922554,12922660,107
chr1@ENSG00000234064@RP11-450I1.2@12926162@12928253,chr1,ENSG00000234064,RP11-450I1.2,12926162,12928253,1139
chr1@ENSG00000232423@PRAMEF6@12938472@13056491,chr1,ENSG00000232423,PRAMEF6,12938472,13056491,2170
chr1@ENSG00000274178@CH17-409J4.2@13029339@13032130,chr1,ENSG00000274178,CH17-409J4.2,13029339,13032130,1450
chr1@ENSG00000280267@RP13-221M14.1@13049476@13158092,chr1,ENSG00000280267,RP13-221M14.1,13049476,13158092,2392
chr1@ENSG00000274764@WI2-3308P17.2@13049476@13155947,chr1,ENSG00000274764,WI2-3308P17.2,13049476,13155947,1927
chr1@ENSG00000229571@PRAMEF26@13060853@13077884,chr1,ENSG00000229571,PRAMEF26,13060853,13077884,2013
chr1@ENSG00000277058@HNRNPCL3@13060869@13062229,chr1,ENSG00000277058,HNRNPCL3,13060869,13062229,1148
chr1@ENSG00000277862@WI2-2994D6.1@13095179@13097971,chr1,ENSG00000277862,WI2-2994D6.1,13095179,13097971,1447
chr1@ENSG00000236179@RP13-221M14.4@13104403@13105689,chr1,ENSG00000236179,RP13-221M14.4,13104403,13105689,891
chr1@ENSG00000275774@HNRNPCL2@13115496@13116854,chr1,ENSG00000275774,HNRNPCL2,13115496,13116854,1148
chr1@ENSG00000229978@RP13-221M14.3@13128818@13131615,chr1,ENSG00000229978,RP13-221M14.3,13128818,13131615,1452
chr1@ENSG00000233336@RP13-221M14.2@13146981@13147460,chr1,ENSG00000233336,RP13-221M14.2,13146981,13147460,384
chr1@ENSG00000179412@HNRNPCL4@13164586@13165467,chr1,ENSG00000179412,HNRNPCL4,13164586,13165467,882
chr1@ENSG00000204505@PRAMEF25@13172455@13179464,chr1,ENSG00000204505,PRAMEF25,13172455,13179464,1863
chr1@ENSG00000279169@CH17-228N4.2@13196823@13199589,chr1,ENSG00000279169,CH17-228N4.2,13196823,13199589,1035
chr1@ENSG00000279804@PRAMEF18@13222695@13226133,chr1,ENSG00000279804,PRAMEF18,13222695,13226133,2104
chr1@ENSG00000250894@RP11-450I1.4@13245863@13248652,chr1,ENSG00000250894,RP11-450I1.4,13245863,13248652,1371
chr1@ENSG00000270601@PRAMEF5@13254198@13263435,chr1,ENSG00000270601,PRAMEF5,13254198,13263435,1855
chr1@ENSG00000231219@RP11-219C24.8@13273539@13275627,chr1,ENSG00000231219,RP11-219C24.8,13273539,13275627,1068
chr1@ENSG00000207511@RNU6-771P@13279125@13279231,chr1,ENSG00000207511,RNU6-771P,13279125,13279231,107
chr1@ENSG00000182330@PRAMEF8@13281035@13285174,chr1,ENSG00000182330,PRAMEF8,13281035,13285174,1937
chr1@ENSG00000204501@PRAMEF9@13303509@13322598,chr1,ENSG00000204501,PRAMEF9,13303509,13322598,1960
chr1@ENSG00000237700@RP11-219C24.6@13305955@13308887,chr1,ENSG00000237700,RP11-219C24.6,13305955,13308887,1425
chr1@ENSG00000228229@RP11-219C24.10@13324039@13324518,chr1,ENSG00000228229,RP11-219C24.10,13324039,13324518,384
chr1@ENSG00000204481@PRAMEF14@13342034@13347134,chr1,ENSG00000204481,PRAMEF14,13342034,13347134,2301
